index,filename,seed,loss,LBFGS_max_iter,LBFGS_max_eval,LBFGS_history_size,learning_rate,synth_iter,synth_loss,synth_duration
0,fig4a,0,75.2682,5,,3,3.0,1014,0.0044600698165595,743.4040107727051
0,fig4a,1,73.1355,5,,30,1.0,665,0.0011212652316316,513.4914541244507
0,fig4a,1,72.6639,5,2.0,10,1.0,1837,0.0028479900211095,485.0499279499054
0,fig16b,1,84.5922,10,5.0,300,1.0,573,0.0006353424396365,403.89070773124695
0,fig16b,1,84.8601,5,5.0,3,0.3,614,0.0016641792608425,388.8840942382813
0,fig16b,1,84.2637,20,10.0,30,3.0,405,0.0006401274586096,489.984188079834
0,fig4a,1,73.3316,40,40.0,30,1.0,259,0.0002528929326217,1223.383853673935
0,fig4a,1,72.4815,20,,30,0.3,380,0.0006195385940372,950.309430360794
0,fig4a,0,75.1943,10,,30,1.0,524,0.0007699033012613,729.0857191085815
0,fig16b,1,84.7862,5,5.0,300,0.3,661,0.000667865097057,463.3745605945587
0,fig16b,0,84.436,40,20.0,300,0.3,265,0.0002347916451981,807.302636384964
0,fig4a,1,72.3146,5,5.0,100,3.0,954,0.0011995824752375,621.6600210666656
0,fig4a,1,72.4803,40,20.0,30,0.3,394,0.0006361923296935,938.853642463684
0,fig4a,0,75.1853,10,5.0,30,1.0,1029,0.0011640220182016,623.3071675300598
0,fig16b,0,84.1414,40,,100,1.0,179,0.0001507431297795,954.2328424453736
0,fig16b,1,84.7717,5,,300,0.3,597,0.0005267321248538,540.8909504413605
0,fig16b,1,84.325,10,10.0,100,3.0,448,0.0004345300258137,559.1814107894897
0,fig4a,0,74.6411,5,2.0,100,0.3,2001,0.0054230270907282,512.909206867218
0,fig4a,1,73.2629,40,20.0,300,1.0,327,0.0002517222892493,918.3875629901886
0,fig4a,1,73.5283,20,,3,0.3,492,0.0018956181593239,1271.7478380203247
0,fig4a,0,74.9967,40,20.0,10,1.0,428,0.0008114364463835,1017.2315483093262
